"hhid","province","raised_Poultry","raised_cattle_buffalo","raised_Livestock","raised_Livestock_Poultry","ag_area","ag_hh","zone","fhh","edu_hh","edu_hh_head","covid_shock","ag_comm","ag_assoc","ag_comm_assoc","animal_area","animal_ded_area","homelot_area","parcel_area","holding_area","animal_area_rate","rice","rice_harv_sold_pct","sold_rice","rice_area_agland_pct","rice_area_total_pct","rice_price_impt","value_rice_prod","rice_price","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price","animal_disease","irrigation","drought","flood","ag_extension_training","family_hours","family_full_days","family_work_days"
"HID879575",20,1,1,1,1,6.404,1,"Plain",0,1,1,0,0,0,0,0.0040000001899898,1,1,NA,1,0.0040000002,1,0.39583334,1,0.93691444,6,0,24000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2416,302,524
"HID879584",2,1,1,1,1,8.005,1,"Tonle Sap",0,3,1,1,0,0,0,0.0049999998882413,1,0.08,8,8.0799999,0.00061881187,1,0.16666667,1,0.9993754,0.99009901,0,9000000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,1,0,672,84,192
"HID879619",18,1,0,0,1,0.7904,1,"Coastal",0,2,1,0,0,0,0,0.0003999999898952,1,0.0363,0.8,0.83630002,0.00047829724,1,0,0,0.99949396,0.94463706,1,2700000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,244,30.5,44
"HID879795",4,1,1,1,1,1.3458,1,"Tonle Sap",0,3,1,0,0,0,0,0.003000000026077,1,0.08,1.27,1.35,0.0022222223,1,0.34999999,1,0.94367665,0.9407407,0,9750000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,524,65.5,144
"HID879819",7,1,0,0,1,1.0162,1,"Coastal",0,NA,NA,0,0,0,0,0.0012000000569969,1,0.07,1,1.0700001,0.0011214953,1,0,0,0.98405826,0.93457937,1,2244000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,1050,131.25,210
"HID879870",2,NA,NA,NA,NA,0.58,1,"Tonle Sap",0,2,0,1,0,0,0,NA,0,0.0108,0.58,0.59079999,NA,1,0,0,1,0.98171973,1,1800000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,48,6,21
"HID879888",4,NA,NA,NA,NA,0.9,1,"Tonle Sap",0,2,2,0,0,0,0,NA,0,1.4,0.7,2.0999999,NA,1,0,0,1,0.42857146,1,810000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1200,150,150
"HID879929",17,1,1,1,1,1.0304,1,"Tonle Sap",0,2,0,0,1,1,1,0.0003999999898952,1,0.48,1,1.48,0.00027027025,1,0,0,0.97049689,0.67567569,1,3800000,950,1,NA,NA,400,0,200,0.5,1,NA,NA,0,1200000,3000,0,0,1,0,1,176,22,88
"HID880089",2,1,0,0,1,2.105,1,"Tonle Sap",0,2,1,0,0,0,0,0.0900000035762787,1,0.09,NA,0.090000004,1,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,345,43.125,69
"HID880129",25,1,1,1,1,0.249,1,"Plain",0,2,1,0,0,0,0,0.0089999996125698,1,0.08,0.2,0.28,0.032142855,1,0,0,0.48192772,0.42857143,1,760000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1723,215.375,373
"HID880457",10,1,0,0,1,0.1894,1,"Mountain",0,2,2,0,0,0,0,0.0017999999690801,1,0.1956,NA,0.1956,0.0092024533,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1161,145.125,813
"HID880625",14,NA,NA,NA,NA,16.01,1,"Plain",0,2,2,0,0,0,0,NA,0,0.15,15,15.15,NA,1,0.4609375,1,0.9993754,1.0561056,0,128000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,246,30.75,126
"HID880656",1,NA,NA,NA,NA,0.004,1,"Tonle Sap",0,1,1,1,0,0,0,NA,0,0.04,NA,0.039999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,360,45,360
"HID880715",10,1,1,1,1,11.07,1,"Mountain",0,3,2,0,0,0,0,0.0199999995529652,1,0.098,15,15.098,0.0013246788,1,0.48809522,1,0.9936766,0.72857332,0,44100000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,4400,550,550
"HID880759",20,1,1,1,1,5.6146,1,"Plain",0,2,2,0,0,0,0,0.0065999999642372,1,0.4,5.2,5.5999999,0.0011785715,1,0.44444445,1,0.99739963,1,0,25200000,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,3840,480,1680
"HID880764",14,1,1,1,1,1.503,1,"Plain",1,2,2,0,0,0,0,0.0010000000474975,1,0.1,1.5,1.6,0.00062500004,1,0.25,1,0.99800402,0.9375,0,4600000,1150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,69,8.625,29
"HID880906",14,1,1,1,1,2.2514,1,"Plain",0,2,1,0,0,0,0,0.0013999999500811,1,0.15,2.15,2.3,0.00060869567,1,0.41666666,1,0.71066892,0.69565219,0,20400000,850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,1860,232.5,660
"HID880988",1,1,0,0,1,0.006,1,"Tonle Sap",1,0,0,1,0,0,0,0.0015000000130385,1,0.018,NA,0.017999999,0.083333336,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,90,11.25,90
"HID881329",6,1,1,1,1,1.5016,1,"Tonle Sap",0,1,0,0,0,0,0,0.0006000000284985,1,0.0526,1.5,1.5526,0.00038644855,1,0,0,0.33297816,0.32204044,1,720000,900,1,0.5,1,600,0,300,0.5,1,0.66595632,0.64408088,0,1500000,2500,0,0,1,0,0,1160,145,160
"HID881555",6,1,1,1,1,5.5026,1,"Tonle Sap",0,2,1,0,0,0,0,0.0006000000284985,1,0.1,5.5,5.5999999,0.00010714286,1,0,0,0.090866134,0.089285716,1,3780000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,306,38.25,138
"HID881580",5,1,0,0,1,0.153,1,"Mountain",1,1,1,0,0,0,0,0.0010000000474975,1,0.014,0.15,0.164,0.0060975612,1,0,0,0.98039216,0.91463411,1,770000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1260,157.5,540
"HID881625",21,1,0,0,1,5.001,1,"Plain",0,1,1,1,0,0,0,0.0010000000474975,1,0.5,5,5.5,0.00018181819,1,0,0,0.0059988,0.0054545454,1,372000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,300,37.5,60
"HID881644",10,1,0,0,1,0.4877,1,"Mountain",0,1,1,0,0,0,0,0.0003999999898952,1,0.0945,0.4,0.49450001,0.00080889784,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,832,104,216
"HID881653",5,1,0,1,1,0.42,1,"Mountain",0,3,3,0,0,0,0,0.0299999993294477,1,0.15,0.17,0.31999999,0.09375,1,0,0,0.80952382,1.0625,1,2640000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,1,945,118.125,315
"HID881654",5,1,1,1,1,2.502,1,"Mountain",0,2,2,0,0,0,0,0.0020000000949949,1,0.1092,2.5,2.6092,0.00076651853,1,0.30000001,1,0.99920064,0.95814806,0,11000000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1730,216.25,410
"HID881728",5,1,0,0,1,0.43,1,"Mountain",1,2,2,0,0,0,0,0.0099999997764826,1,0.05,0.4,0.44999999,0.022222223,1,0,0,0.81395346,0.77777779,1,2200000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,55,6.875,35
"HID881775",24,1,1,1,1,0.005,1,"Tonle Sap",0,1,1,0,0,0,0,0.0049999998882413,1,0.025,NA,0.025,0.19999999,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1,975,121.875,195
"HID881900",2,1,0,0,1,0.1098,1,"Tonle Sap",0,2,2,0,0,0,0,0.0098000001162291,1,0.26,NA,0.25999999,0.037692308,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,180,22.5,90
"HID881993",6,1,1,1,1,8.2428,1,"Tonle Sap",0,2,0,0,0,0,0,0.0027999999001622,1,0.4,8,8.3999996,0.00033333333,1,0.46478873,1,0.87834233,0.8619048,0,52540000,740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2930,366.25,385
"HID882078",8,NA,NA,NA,NA,0,0,"Plain",1,0,0,0,0,0,0,NA,0,0.0077,NA,0.0077,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0
"HID882090",1,NA,NA,NA,NA,0.02,1,"Tonle Sap",0,1,1,1,0,0,0,NA,0,0.02,0.02,0.039999999,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,840,105,420
"HID882129",2,1,0,0,1,6.0012,1,"Tonle Sap",0,1,0,0,0,0,0,0.0012000000569969,1,0.12,6,6.1199999,0.00019607844,1,0,0,0.16663334,0.1633987,1,3420000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3000,375,600
"HID882183",25,1,0,0,1,1.0285,1,"Plain",0,1,1,0,0,0,0,0.0035000001080334,1,0.06,1,1.0599999,0.0033018871,1,0,0,0.97228974,0.94339627,1,855000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,588,73.5,264
"HID882235",8,1,0,0,1,0.006,1,"Plain",0,3,3,0,0,0,0,NA,0,0.0155,NA,0.0155,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,800,100,200
"HID882331",2,1,0,0,1,4.505,1,"Tonle Sap",0,2,2,1,0,0,0,0.0049999998882413,1,0.05,4.5,4.5500002,0.001098901,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,1700,212.5,340
"HID882430",17,NA,NA,NA,NA,0.002,1,"Tonle Sap",1,2,0,0,0,0,0,NA,0,0.0225,NA,0.022500001,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,615,76.875,225
"HID882503",2,NA,NA,NA,NA,0.32,1,"Tonle Sap",1,2,2,0,0,0,0,NA,0,0.024,NA,0.024,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1620,202.5,540
"HID882528",14,1,0,0,1,1.305,1,"Plain",1,2,0,0,0,0,0,0.0399999991059303,1,0.2,0.8,1,0.039999999,1,0.2,1,0.91954023,1.2,0,4600000,920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,810,101.25,180
"HID882541",21,1,0,0,1,0.2709,1,"Plain",1,2,NA,0,0,0,0,0.00089999998454,1,0.32,NA,0.31999999,0.0028125001,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,280,35,280
"HID882552",7,1,1,1,1,0.2712,1,"Coastal",1,2,1,0,0,0,0,0.0020000000949949,1,0.04,0.2592,0.2992,0.0066844923,1,0,0,0.95575219,0.86631018,1,1907400,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,402,50.25,209
"HID882613",4,1,0,0,1,0.0018,1,"Tonle Sap",0,1,1,0,0,0,0,0.0005000000237487,1,0.14,3,3.1400001,0.00015923567,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1206,150.75,366
"HID882615",8,NA,NA,NA,NA,0.56,1,"Plain",1,3,1,0,0,0,0,NA,0,0.06,0.55,0.61000001,NA,1,0.1969697,1,0.98214287,0.90163934,0,3300000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,846,105.75,486
"HID882625",5,1,0,0,1,8.0029,1,"Mountain",0,3,1,0,0,0,0,0.00089999998454,1,0.09,8,8.0900002,0.00011124845,1,0.33333334,1,0.8746829,0.86526573,0,33000000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1134,141.75,180
"HID882663",8,1,0,0,1,0.21,1,"Plain",0,2,2,0,0,0,0,0.0299999993294477,1,0.07,NA,0.07,0.4285714,1,0,0,0.80952382,2.4285715,1,216000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2400,300,600
"HID882698",2,1,0,0,1,0.038,1,"Tonle Sap",1,2,1,0,0,0,0,0.0199999995529652,1,0.02,NA,0.02,1,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,310,38.75,250
"HID882740",20,1,1,1,1,2.6202,1,"Plain",0,3,2,0,0,0,0,0.0052000000141561,1,0.36,2.6,2.96,0.0017567567,1,0,0,0.99229068,0.87837839,1,9000000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,3096,387,936
"HID882890",1,NA,NA,NA,NA,6.16,1,"Tonle Sap",0,2,1,0,0,0,0,NA,0,0.0156,6.16,6.1756001,NA,1,0.42500001,1,1,0.9974739,0,19000000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,180,22.5,36
"HID882973",8,1,0,0,1,0.026,1,"Plain",1,2,1,0,0,0,0,0.003000000026077,1,0.09,NA,0.090000004,0.033333331,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,120,15,60
"HID883211",6,1,1,1,1,1.006,1,"Tonle Sap",0,1,1,0,0,0,0,0.003000000026077,1,0.1356,4,4.1356001,0.00072540861,1,0,0,0.99403578,0.24180287,1,5040000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,2636,329.5,398
"HID883260",6,1,0,0,1,0.3026,1,"Tonle Sap",0,1,1,0,1,1,1,0.0006000000284985,1,0.06,0.3,0.35999998,0.0016666668,1,0,0,0.99140781,0.83333337,1,2160000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,156,19.5,78
"HID883275",8,NA,NA,NA,NA,0.56,1,"Plain",1,2,1,0,0,0,0,NA,0,0.025,NA,0.025,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1440,180,720
"HID883300",4,1,0,0,1,0.85,1,"Tonle Sap",1,2,1,0,0,0,0,0.0500000007450581,1,0.175,0.7,0.875,0.057142857,1,0.125,1,0.82352942,0.80000001,0,2240000,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1192,149,202
"HID883425",14,1,0,0,1,0.254,1,"Plain",0,2,2,0,0,0,0,0.0020000000949949,1,0.094,NA,0.093999997,0.021276597,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,0,552,69,204
"HID883428",5,NA,NA,NA,NA,0.1,1,"Mountain",1,2,2,0,0,0,0,NA,0,0.065,0.1,0.16499999,NA,1,0,0,1,0.60606062,1,330000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,0,0,0
"HID883510",10,1,1,1,1,0.202,1,"Mountain",0,2,1,0,0,0,0,0.0010000000474975,1,0.042,NA,0.041999999,0.023809526,1,0,0,0.99009901,4.7619047,1,2000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,450,56.25,150
"HID883518",14,1,1,1,1,1.2318,1,"Plain",0,1,1,0,0,0,0,0.0017999999690801,1,0.25,1,1.25,0.00144,1,0,0,0.81182009,0.80000001,1,3720000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,0,0,672,84,372
"HID883583",17,1,0,0,1,4e-04,1,"Tonle Sap",0,2,0,0,0,0,0,0.0001999999949476,1,0.015,NA,0.015,0.013333334,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,350,43.75,160
"HID883688",8,1,1,1,1,0.335,1,"Plain",1,2,0,0,0,0,0,0.025000000372529,1,0.06,0.3,0.35999998,0.069444448,1,0,0,0.89552242,0.83333337,1,1800000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,5760,720,720
"HID883725",5,1,0,0,1,0.0975,1,"Mountain",0,2,1,0,0,0,0,0.003000000026077,1,0.069,0.09,0.15899999,0.018867925,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,540,67.5,145
"HID883732",5,1,0,0,1,0.87,1,"Mountain",0,2,2,0,0,0,0,0.0099999997764826,1,0.06,0.84,0.89999998,0.011111111,1,0,0,0.80459768,0.77777779,1,4620000,1100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,24,3,15
"HID883931",21,1,0,0,1,1.502,1,"Plain",0,2,2,0,0,0,0,0.0020000000949949,1,0.06,1.5,1.5599999,0.0012820514,1,0,0,0.99866843,0.96153849,1,9300000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,420,52.5,105
"HID884092",12,1,0,0,1,0.5602,1,"Phnom Penh",0,2,0,0,0,0,0,0.0001999999949476,1,0.08,0.56,0.63999999,0.00031249999,1,0,0,0.98179221,0.859375,1,4800000,1200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,378,47.25,378
"HID884103",8,1,1,1,1,2.0056,1,"Plain",0,3,2,0,0,0,0,0.0055999998003244,1,0.0128,2,2.0128,0.0027821939,1,0.41666666,1,0.99720782,0.99364072,0,12600000,750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,2160,270,720
"HID884198",7,1,0,0,1,0.5754,1,"Coastal",0,2,NA,0,0,0,0,0.0153999999165535,1,0.18,0.48,0.66000003,0.023333332,1,0,0,0.83420229,0.72727269,1,2040000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,3765,470.625,510
"HID884266",2,1,1,1,1,0.2204,1,"Tonle Sap",0,2,1,1,0,0,0,0.0703999996185303,1,0.08,0.15,0.23,0.30608696,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3728,466,538
"HID884320",7,1,0,0,1,0.6011,1,"Coastal",0,1,0,0,0,0,0,0.0010999999940395,1,0.1,0.51,0.61000001,0.0018032787,1,0.060606062,1,0.84844452,0.83606553,0,3300000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,396,49.5,99
"HID884414",20,1,0,0,1,0.5106,1,"Plain",1,2,0,0,0,0,0,0.0006000000284985,1,0.1,0.5,0.60000002,0.001,1,0,0,0.97924012,0.83333331,1,1080000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1536,192,408
"HID884487",17,1,0,0,1,4.1023,1,"Tonle Sap",0,2,0,0,0,0,0,0.0003000000142492,1,0.12,3.7,3.8199999,7.8534038e-05,1,0.31818181,1,0.99943936,1.0732985,0,11000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,456,57,178
"HID884516",8,1,0,0,1,0.319,1,"Plain",0,1,1,1,1,1,1,0.0089999996125698,1,0.029,0.3,0.329,0.027355623,1,0.5,1,0.94043887,0.91185409,0,1920000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,1,1,3168,396,528
"HID884519",2,NA,NA,NA,NA,0,0,"Tonle Sap",1,2,1,0,0,0,0,NA,0,0.014,NA,0.014,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,90,11.25,90
"HID884630",20,1,0,0,1,1.1026,1,"Plain",0,2,2,0,0,1,0,0.0001999999949476,1,0.03,0.8,0.82999998,0.00024096385,1,0.28846154,1,0.9069472,1.2048193,0,5460000,1050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,150,18.75,60
"HID884666",2,1,0,0,1,4.075,1,"Tonle Sap",0,2,1,0,0,0,0,0.0649999976158142,1,0.065,NA,0.064999998,1,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,510,63.75,90
"HID884767",3,NA,NA,NA,NA,0.2486,1,"Plain",1,2,2,0,0,0,0,NA,0,0.1414,0.12,0.26139998,NA,1,0,0,0.48270315,0.4590666,1,720000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,136,17,50
"HID884789",14,1,1,1,1,0.5649,1,"Plain",1,2,1,0,0,0,0,0.00089999998454,1,0.03,0.33,0.35999998,0.0025000002,1,0,0,0.99132591,1.5555556,1,1674000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,78,9.75,78
"HID884815",7,1,1,1,1,0.152,1,"Coastal",0,2,0,0,0,0,0,0.0005000000237487,1,0.007,0.15,0.15700001,0.0031847134,1,0,0,0.9868421,0.955414,1,612000,1020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,570,71.25,200
"HID884821",NA,1,1,1,1,0.354,1,"",1,2,0,0,0,0,0,0.003000000026077,1,0.06,NA,0.059999999,0.050000001,1,0,0,0.98870057,5.8333335,1,2000000,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,480,60,60
"HID884948",17,1,1,1,1,1.9107,1,"Tonle Sap",0,2,1,0,0,0,0,0.0001999999949476,1,0.1425,1.9,2.0425,9.7919212e-05,1,0,0,0.99439996,0.93023252,1,2090000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,72,9,12
"HID884991",3,NA,NA,NA,NA,4.51,1,"Plain",0,2,1,0,0,0,0,NA,0,0.0667,4.5,4.5667,NA,0,NA,NA,NA,NA,0,NA,NA,1,4.5,4.5,9000,0,4500,0.5,1,0.99778271,0.9853943,0,36000000,4000,0,0,0,0,0,1260,157.5,210
"HID885203",6,NA,NA,NA,NA,1.5025,1,"Tonle Sap",0,1,1,0,0,0,0,NA,0,0.03615,2,2.03615,NA,1,0,0,0.99833608,0.73668444,1,720000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,225,28.125,45
"HID885215",6,1,1,1,1,7.5306,1,"Tonle Sap",0,2,0,0,0,0,0,0.0006000000284985,1,0.11,10.5,10.61,5.6550427e-05,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,0,1728,216,564
"HID885564",2,1,0,1,1,0.21,1,"Tonle Sap",0,3,3,0,0,0,0,0.0500000007450581,1,0.24,NA,0.23999999,0.20833334,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,0,0,5760,720,1020
"HID885589",25,1,0,1,1,5.0004,1,"Plain",1,2,1,0,0,0,0,0.0003999999898952,1,0.06,5,5.0599999,7.905138e-05,1,0,0,0.29997599,0.29644269,1,4560000,950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1350,168.75,225
"HID885619",3,1,0,0,1,0.0205,1,"Plain",0,2,1,0,0,0,0,0.0024999999441206,1,0.272,NA,0.27200001,0.0091911759,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,0,0,1620,202.5,540
"HID885693",20,1,0,0,1,0.3012,1,"Plain",1,2,1,0,0,0,0,0.0006000000284985,1,0.1,0.3,0.40000001,0.0015,1,0,0,0.99601597,0.75,1,1260000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,1201,150.125,241
"HID885755",21,1,1,1,1,0.801,1,"Plain",0,2,2,0,0,0,0,0.0010000000474975,1,0.15,0.7,0.85000002,0.0011764707,1,0,0,0.87390763,0.82352936,1,6510000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,1152,144,732
"HID885826",14,NA,NA,NA,NA,1.179,1,"Plain",0,1,1,0,0,0,0,NA,0,0.21,1.17,1.38,NA,1,0,0,0.99236643,0.84782606,1,2604000,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,0,0,60,7.5,30
"HID885844",4,NA,NA,NA,NA,0.52,1,"Tonle Sap",1,1,1,0,0,0,0,NA,0,0.2,0.7,0.89999998,NA,1,0,0,0.96153843,0.55555558,1,2700000,900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,372,46.5,78
"HID885845",7,1,1,1,1,0.5758,1,"Coastal",0,2,1,0,0,0,0,0.0017999999690801,1,0.05,0.5,0.55000001,0.0032727271,1,NA,NA,0.86835706,0.90909088,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,0,0,1440,180,234
"HID885947",13,1,1,1,1,4.5112,1,"Mountain",0,2,0,0,0,0,0,0.0012000000569969,1,0.091,10.5,10.591,0.00011330376,1,0.1,1,0.66501153,0.28325939,0,11700000,900,1,0,1,0,NA,NA,NA,NA,0.22167051,0.094419792,0,NA,NA,0,0,0,0,0,8782,1097.75,1109
