hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_146049,11,78.25806241549191,4,1,0,25,0,,0,25,0,,0,0,0,0,,0,,,,,0,,,,,,,0,25,25,0,4,6.25,6.25,0,29,.86206895,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_146050,15,105.17656925263,8,1,0,15,0,,0,3,3,13000,2,1,12,0,,0,,,,,0,,,,,,,0,15,21,-6,14,1.0714285,1.5,-.42857143,29,.10344828,.10344828,,,,,,,,,,,,,,,,600,,,,,14000,13000,,16000,29900,89700,13000,15600,187200,276900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146098,6,242.060921378651,20,1,0,15,0,,0,10,8,14000,0,0,1,0,,0,,,,,0,,,,,,,0,15,19,-4,24,.625,.79166669,-.16666667,39,.25641027,.20512821,,,,,,,,,,,,,,,,600,,,,,14000,14000,,16000,32200,257600,14000,21000,21000,278600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146104,7,114.71714356173,40,1,0,29,0,,0,0,16,18000,0,0,12,0,,0,,,,,0,,,,,,,0,29,28,1,39,.74358976,.71794873,.025641026,68,0,.23529412,,,,,,,,,,,,,,,,600,,,,,17000,18000,,16000,41400,662400,18000,28800,345600,1008000,114.71714356173,5,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,,,0,1,1,Coastal
id_146105,5,93.1549383192215,30,1,0,75,0,,0,45,15,20000,0,5,25,0,,0,,,,,0,,,,,,,0,75,90,-15,45,1.6666666,2,-.33333334,120,.375,.125,,,,,,,,,,,,,,,,600,,,,,17000,20000,,16000,46000,690000,20000,30000,750000,1440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_146108,4,149.455360162162,5,1,0,20,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,20,5,15,1,20,5,15,21,0,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,15000,75000,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146110,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4318236928216,0,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,500,,,,,12000,,12000,12000,,,12000,,,0,0,1,Plain
id_146116,21,114.560580336013,0,1,0,0,0,,0,15,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,15,-15,15,0,1,-1,15,1,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146124,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146137,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146145,20,173.176082371778,30,1,0,20,0,,0,6,0,,0,2,13,0,,0,,,,,0,,,,,,,0,20,21,-1,31,.64516127,.67741936,-.032258064,51,.11764706,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,22400,291200,291200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146150,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_146151,8,191.259082803067,10,1,0,0,0,,0,3,0,,0,0,4,0,,0,,,,,0,,,,,,,0,0,7,-7,17,0,.41176471,-.41176471,17,.17647059,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,36000,144000,144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146157,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.579699870753,10,1,0,10,0,,0,0,10,10000,0,0,0,0,,1,1,15,9,,0,,,,,,,0,10,10,0,10,1,1,0,20,0,.5,,,,,135,3287.25,1,0,0,135,0,0,500,,500,500,,67500,67500,,10000,10000,,12000,15000,150000,10000,,,217500,0,1,Tonle Sap
id_146159,21,88.57225086930229,30,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,30,0,0,0,30,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146162,21,124.083162560421,50,1,0,30,0,,0,0,0,,0,5,15,1,1,0,,,,,0,,,,,,,0,30,20,10,40,.75,.5,.25,70,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,22100,331500,331500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146177,7,76.4726951464731,20,1,0,10,0,,0,0,4,15000,0,0,5,0,,0,,,,,0,,,,,,,0,10,9,1,19,.52631581,.47368422,.052631579,29,0,.13793103,,,,,,,,,,,,,,,,600,,,,,17000,15000,,16000,34500,138000,15000,18000,90000,228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146186,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
id_146190,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146201,25,171.288782335458,25,1,0,0,0,,0,3,0,,0,0,6,0,,0,,,,,0,,,,,,,0,0,9,-9,34,0,.2647059,-.2647059,34,.088235296,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,102000,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146234,20,205.27337350103,20,1,0,30,0,,0,20,0,,0,0,8,0,,0,,,,,0,,,,,,,0,30,28,2,18,1.6666666,1.5555556,.11111111,48,.41666666,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,192000,192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146245,24,40.2112218725928,10,1,0,15,0,,0,5,0,,0,0,2,1,1,0,,,,,0,,,,,,,0,15,7,8,2,7.5,3.5,4,17,.29411766,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,22500,45000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146253,7,177.933718110307,14,1,0,10,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,10,0,10,4,2.5,0,2.5,14,0,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146290,6,27.6662885833634,25,1,0,5,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,5,10,-5,30,.16666667,.33333334,-.16666667,35,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,19600,196000,196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146296,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146308,2,276.474682561282,10,1,0,30,0,,0,8,15,14000,0,2,0,0,,1,3,11,5,600,0,,,,,,,0,30,25,5,5,6,5,1,35,.22857143,.42857143,,,,,165,1826.25,.25,.5,.25,41.25,41.25,82.5,800,600,,600,24750,74250,24750,49500,14000,14000,,16000,32200,483000,14000,,,557250,276.474682561282,20,1,0,30,0,,0,6,15,15000,5,2,5,0,,0,,,,,0,,,,,,,0,30,33,-3,23,1.3043479,1.4347826,-.13043478,53,.11320755,.28301886,,,,,,,,,,,,,500,,,500,,,,,12000,15000,,12000,22500,337500,15000,37500,187500,525000,1,1,Tonle Sap
id_146332,1,158.571001546569,30,1,0,20,0,,0,50,0,,0,0,30,0,,0,,,,,0,,,,,,,0,20,80,-60,90,.22222222,.8888889,-.66666669,110,.45454547,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,16900,507000,507000,158.571001546569,20,1,0,20,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,20,10,10,10,2,1,1,30,0,0,,,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,,,10000,20000,200000,200000,1,1,Tonle Sap
id_146336,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_146341,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146342,20,124.127202152142,30,1,0,12,2,20000,3,10,0,,0,0,15,0,,0,,,,,0,,,,40000,,,5,17,25,-8,38,.44736841,.65789473,-.21052632,55,.18181819,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,32000,480000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146369,14,158.905399204222,20,1,0,12,0,,0,0,0,,0,0,4,0,,0,,,,,0,,,,,,,0,12,4,8,12,1,.33333334,.66666669,24,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,25600,102400,102400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146371,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146382,24,43.1849091718893,20,1,0,32,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,32,10,22,1,32,10,22,33,0,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,21000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146394,7,114.71714356173,100,1,0,32,0,,0,9,0,,0,3,15,0,,0,,,,,0,,,,,,,0,32,27,5,95,.33684212,.28421053,.052631579,127,.070866145,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,25500,382500,382500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146413,6,173.529387793527,50,1,0,0,0,,0,0,0,,0,0,10,0,,0,,,,,0,,,,,,,0,0,10,-10,60,0,.16666667,-.16666667,60,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,21000,210000,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146419,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146433,7,82.69135387267011,21,1,0,25,0,,0,12,0,,0,0,6,0,,0,,,,,0,,,,,,,0,25,18,7,14,1.7857143,1.2857143,.5,39,.30769232,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,102000,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_146434,2,83.84548178041651,20,1,0,5,0,,0,2,15,15000,0,0,10,0,,1,12,10,2,,0,,,,,,,0,5,27,-22,42,.11904762,.64285713,-.52380955,47,.04255319,.31914893,,,,,240,730.5,1,0,0,240,0,0,800,,600,600,,192000,192000,,14000,15000,,16000,34500,517500,15000,22500,225000,934500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146435,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6928219166847,5,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,5,0,0,0,5,0,0,,,,,,,,,,,,,500,,,500,,,,,11500,,11500,12000,,,11500,,,0,0,1,Plain
id_146463,13,61.3847115175685,10,1,1,15,0,,0,0,0,,0,0,5,1,1,0,,,,,0,,,,,,,0,15,5,10,1,15,5,10,16,0,0,,,,,,,,,,,,,,,,600,,,,,15500,,15500,16000,,,15500,23250,116250,116250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_146482,21,101.872197978132,2,1,0,10,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,10,0,10,1,10,0,10,11,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146484,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146494,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Mountain
id_146497,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146513,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146516,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146524,25,142.936724270317,15,1,0,10,0,,0,5,0,,0,0,2,0,,0,,,,,0,,,,,,,0,10,7,3,12,.83333331,.58333331,.25,22,.22727273,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,34000,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146568,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_146580,13,163.240644243662,15,1,0,6,0,,0,5,0,,0,0,10,0,,0,,,,,0,,,,,,,0,6,15,-9,24,.25,.625,-.375,30,.16666667,0,,,,,,,,,,,,,,,,600,,,,,15500,,15500,16000,,,15500,15500,155000,155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_146584,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146588,6,115.494179249823,20,1,0,50,0,,0,40,0,,0,0,5,0,,0,,,,,0,,,,,,,0,50,45,5,15,3.3333333,3,.33333334,65,.61538464,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,14000,70000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146597,20,79.5850411168766,30,1,0,70,0,,5,20,0,,0,0,5,0,,0,,,,,0,,,,,,,5,75,25,50,1,75,25,50,76,.2631579,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146617,14,51.6879487641967,70,1,0,35,0,,0,15,0,,0,0,2,0,,0,,,,,0,,,,,,,0,35,17,18,52,.67307693,.32692307,.34615386,87,.1724138,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,20800,41600,41600,51.6879487641967,40,1,0,20,0,,0,8,0,,0,0,0,0,,0,,,,,0,,,,,,,0,20,8,12,28,.71428573,.2857143,.42857143,48,.16666667,0,,,,,,,,,,,,,500,,,500,,,,,13000,,13000,12000,,,13000,,,0,1,1,Plain
id_146624,6,209.748339367918,20,1,0,10,0,,0,0,0,,0,0,3,0,,0,,,,,0,,,,,,,0,10,3,7,13,.76923078,.23076923,.53846157,23,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,18200,54600,54600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_146643,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
id_146653,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146672,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_146678,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_146686,14,143.686763068163,15,1,0,70,0,,0,0,10,15000,0,0,30,0,,0,,,,,0,,,,,,,0,70,40,30,1,70,40,30,71,0,.14084508,,,,,,,,,,,,,500,,,600,,,,,16000,15000,,16000,34500,345000,15000,19500,585000,930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_146692,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
